-0.52209,-0.03122,-0.37861,0.07561,0.24472,0.32708,0.81230,0.69140,-0.41327,0,0.79528,
-0.25213,-0.10292,-0.09638,0.05760,0.70795,0.66046,-0.29633,0.69140,-1.08721,0,-2.21543,
-0.85954,-0.03122,0.12940,-0.05947,0.24472,-0.67304,0.81230,-0.12292,0.59765,0,2.30064,
0.55775,-0.03122,-0.09638,0.05760,-0.45012,-0.33966,-0.66588,0.28424,0.26068,0,2.30064,
-0.18464,-0.22241,-0.03994,0.20168,0.70795,-0.33966,0.44276,-0.93724,0.26068,0,-0.71008,
0.01783,-0.01928,0.35518,-0.04146,-0.45012,0.32708,0.07321,-0.53008,-0.75024,0,2.30064,
-0.25213,-0.01928,0.46807,0.08461,-0.45012,0.66046,0.44276,0.69140,0.93462,0,0.79528,
0.35528,-0.01928,-0.49150,-0.00544,0.24472,0.66046,-0.29633,-0.93724,0.93462,0,-0.71008,
0.01783,0.20775,0.07295,-0.14952,-0.21850,-0.67304,-0.66588,0.28424,-0.75024,0,0.79528,
-0.25213,-0.09097,-0.09638,-0.08648,0.47634,-0.00629,-1.03542,-1.34440,0.59765,0,0.79528,
0.08532,-0.06707,-0.32216,-0.00544,-0.68173,0.66046,-0.66588,-0.12292,0.26068,0,-2.21543,
0.15281,-0.00733,-0.15283,-0.03245,-0.21850,-0.33966,0.44276,0.28424,-0.07630,0,-0.71008,
0.15281,-0.01928,0.69385,-0.02345,0.24472,-0.33966,0.81230,-0.12292,0.26068,0,-0.71008,
